Age,CGPA,Attendance,10th_Percentage,12th_Percentage,Backlogs,Internship,Projects,Communication_Score,Aptitude_Score,Placement_Status,Gender_Female,Gender_Male,Department_CE,Department_CSE,Department_ECE,Department_EEE,Department_IT,Department_ME
23,9.02,88.98,88.38,76.29,4,0,4,46,49,1,0,1,0,0,0,1,0,0
22,9.9,68.05,86.7,88.61,2,1,0,80,70,1,1,0,0,0,0,0,0,1
20,8.98,94.14,79.46,88.38,2,1,1,74,82,1,0,1,0,0,0,0,1,0
21,8.54,50.64,66.92,82.69,3,0,0,94,43,0,0,1,0,1,0,0,0,0
23,5.68,65.61,58.24,53.94,2,0,5,96,64,0,0,1,0,1,0,0,0,0
20,9.09,66.86,55.13,52.53,2,0,3,86,67,1,1,0,1,0,0,0,0,0
24,8.68,58.28,50.06,69.42,1,0,1,42,63,0,1,0,0,0,1,0,0,0
21,8.85,66.81,60.32,51.33,2,1,1,96,74,1,0,1,1,0,0,0,0,0
20,6.16,79.29,70.57,95.21,3,1,2,82,80,0,0,1,0,0,0,0,1,0
21,9.52,76.01,62.18,51.01,3,0,0,57,100,0,1,0,0,0,0,0,1,0
21,5.49,65.97,65.45,51.48,4,0,0,42,99,0,0,1,0,0,0,1,0,0
22,6.27,87.47,69.52,58.27,1,1,4,98,44,1,1,0,0,1,0,0,0,0
21,8.32,85.74,65.41,81.35,0,1,2,91,72,1,1,0,0,0,0,1,0,0
22,8.37,64.03,86.23,77.08,4,0,2,78,50,0,1,0,0,0,0,0,1,0
23,6.57,66.16,74.59,82.97,2,1,4,66,47,0,0,1,0,0,1,0,0,0
22,8.51,64.38,50.97,94.68,1,0,2,48,60,1,1,0,0,1,0,0,0,0
24,6.94,56.44,61.33,72.75,4,0,2,100,71,0,1,0,0,0,0,0,1,0
20,5.0,87.64,85.48,52.19,3,0,3,56,44,0,1,0,0,0,1,0,0,0
23,5.81,52.31,65.05,88.17,1,0,5,99,73,0,0,1,1,0,0,0,0,0
23,9.41,57.53,96.01,90.6,1,1,1,80,48,1,0,1,0,0,0,0,0,1
24,6.11,55.27,85.63,52.49,2,0,4,81,77,0,0,1,0,0,0,0,1,0
22,5.56,91.27,64.5,62.14,1,1,3,84,82,0,0,1,0,0,0,0,0,1
20,8.41,52.2,75.82,88.53,1,0,5,44,71,1,1,0,0,0,0,1,0,0
22,7.2,83.23,83.36,68.81,0,0,3,85,49,1,0,1,0,0,0,0,0,1
21,8.98,52.22,59.67,73.63,2,1,3,43,51,1,0,1,0,0,0,0,1,0
22,9.31,89.32,62.31,91.16,1,1,2,53,74,1,0,1,0,0,0,0,0,1
23,9.23,95.64,75.36,54.73,1,1,5,68,78,1,1,0,0,1,0,0,0,0
20,6.57,74.34,96.24,83.86,0,0,5,50,57,1,1,0,0,0,0,0,1,0
22,7.53,90.23,67.2,60.75,0,1,4,99,62,1,0,1,0,0,1,0,0,0
20,8.25,85.32,70.11,53.13,3,0,2,61,51,0,0,1,0,0,0,0,0,1
20,6.61,89.78,59.53,83.12,2,0,2,81,70,0,0,1,0,1,0,0,0,0
21,5.21,88.34,79.66,56.07,0,0,3,44,50,0,1,0,0,0,0,1,0,0
21,7.48,60.27,87.01,87.35,1,0,0,92,73,0,1,0,0,0,0,1,0,0
23,5.06,74.98,72.03,60.14,0,1,4,51,66,0,1,0,0,0,0,0,0,1
24,9.75,98.02,87.51,52.43,4,0,4,60,60,1,0,1,0,0,0,1,0,0
20,8.98,67.18,65.13,54.96,3,1,3,54,49,1,1,0,0,0,1,0,0,0
24,5.96,98.52,85.35,92.06,3,1,3,63,52,0,0,1,0,0,0,0,1,0
23,6.44,79.16,62.92,68.55,2,1,1,52,97,0,1,0,0,1,0,0,0,0
20,9.91,73.08,89.03,65.11,3,0,3,71,84,1,0,1,1,0,0,0,0,0
20,6.87,82.89,91.53,74.56,2,1,2,65,86,1,1,0,0,0,0,0,0,1
24,8.92,90.79,89.89,81.65,4,0,3,79,64,1,0,1,0,0,0,1,0,0
22,7.23,69.71,60.77,51.86,1,1,4,65,52,1,1,0,0,0,0,0,1,0
21,9.32,51.65,84.71,94.91,4,0,0,75,80,0,1,0,1,0,0,0,0,0
22,8.52,85.44,76.93,97.92,2,0,0,84,45,0,0,1,0,0,1,0,0,0
24,5.11,97.81,99.3,70.87,2,0,2,69,74,0,0,1,0,0,0,1,0,0
21,6.47,81.25,68.08,70.63,2,0,0,86,67,0,1,0,0,0,0,1,0,0
22,7.79,59.42,88.56,93.93,1,0,3,48,59,1,0,1,0,1,0,0,0,0
21,9.63,62.41,68.5,71.47,2,1,0,63,59,1,0,1,0,0,1,0,0,0
20,5.51,95.49,69.84,92.81,4,0,3,99,80,0,0,1,0,0,1,0,0,0
22,8.01,50.68,55.55,51.42,1,0,5,77,43,1,1,0,0,0,0,0,0,1
21,6.51,77.44,61.98,74.48,4,1,1,57,59,0,0,1,1,0,0,0,0,0
21,9.45,57.93,58.22,97.62,1,1,4,48,44,1,0,1,0,1,0,0,0,0
21,8.83,64.14,57.96,62.64,2,1,5,61,61,1,0,1,0,0,0,0,0,1
22,6.85,65.35,50.45,63.31,1,0,2,95,63,0,0,1,0,1,0,0,0,0
23,5.84,60.96,89.69,81.51,0,1,1,77,83,0,1,0,0,0,1,0,0,0
22,5.06,89.62,73.4,96.31,4,1,0,60,56,0,1,0,0,1,0,0,0,0
24,8.11,66.61,90.21,59.94,0,1,2,46,44,1,1,0,0,1,0,0,0,0
22,7.03,67.27,80.63,96.08,0,0,3,51,96,1,0,1,0,1,0,0,0,0
21,6.57,72.65,91.57,83.15,2,0,1,75,65,0,1,0,0,0,0,0,1,0
20,9.93,95.11,75.19,99.65,2,0,4,97,75,1,0,1,0,0,0,0,1,0
22,7.33,84.41,54.7,86.82,0,1,4,50,47,1,0,1,1,0,0,0,0,0
22,8.75,53.09,80.84,83.39,1,0,1,42,48,0,1,0,1,0,0,0,0,0
21,5.89,51.96,83.89,90.75,2,0,1,66,56,0,1,0,0,0,1,0,0,0
20,5.07,78.32,81.33,58.76,4,0,1,99,95,0,1,0,0,1,0,0,0,0
20,7.09,94.35,90.07,97.3,0,0,0,46,47,0,1,0,0,0,1,0,0,0
24,8.33,66.16,86.57,58.28,4,0,5,41,44,0,0,1,0,0,0,0,1,0
22,7.53,62.39,71.63,51.28,4,0,5,49,49,0,0,1,0,1,0,0,0,0
20,9.45,87.41,90.96,84.89,4,0,5,42,89,1,1,0,0,0,0,0,0,1
20,7.17,80.1,84.59,59.23,0,0,4,56,99,1,0,1,0,0,0,0,1,0
23,6.56,78.25,56.02,87.94,3,1,4,82,94,1,0,1,0,0,0,0,1,0
23,9.58,57.47,76.99,89.75,2,1,0,99,53,1,1,0,0,0,0,0,1,0
20,7.03,58.8,86.43,61.83,4,0,2,40,66,0,1,0,0,1,0,0,0,0
24,6.35,64.09,77.66,54.34,0,0,4,73,66,0,0,1,1,0,0,0,0,0
20,5.49,60.34,97.45,75.04,3,1,2,52,44,0,1,0,0,0,0,1,0,0
21,8.97,98.57,55.07,94.51,0,0,2,53,54,1,1,0,0,0,0,0,0,1
22,9.13,50.93,86.12,92.36,2,1,2,56,67,1,1,0,0,0,0,0,0,1
24,5.17,81.3,91.22,55.85,0,1,4,73,44,0,0,1,0,0,1,0,0,0
21,6.79,75.88,85.13,98.24,1,1,3,56,61,1,0,1,0,1,0,0,0,0
24,8.75,66.16,69.28,63.2,1,0,2,90,51,1,0,1,1,0,0,0,0,0
21,9.73,94.38,69.27,67.47,4,0,5,96,81,1,0,1,0,0,0,0,1,0
22,6.89,83.51,79.33,57.45,0,0,3,80,47,1,0,1,0,0,0,1,0,0
22,9.36,99.92,69.85,68.89,0,0,0,95,98,1,0,1,0,1,0,0,0,0
23,6.97,58.43,94.16,81.78,4,0,5,64,40,0,0,1,0,1,0,0,0,0
21,5.9,54.39,55.5,75.3,4,0,3,83,74,0,1,0,1,0,0,0,0,0
23,5.02,56.97,81.96,91.38,3,1,3,69,99,0,0,1,0,0,0,1,0,0
21,6.65,63.46,56.71,82.07,0,0,1,87,55,0,1,0,0,0,0,0,1,0
23,6.89,70.84,77.01,63.18,2,1,2,75,94,0,1,0,0,1,0,0,0,0
22,9.73,93.13,85.78,77.87,2,0,4,95,69,1,0,1,0,0,0,0,0,1
24,6.03,64.18,58.28,53.21,2,0,1,50,82,0,1,0,0,0,0,0,0,1
23,6.91,95.76,85.2,79.04,4,0,5,60,80,0,1,0,0,0,0,1,0,0
21,5.13,73.15,57.0,69.48,4,0,3,59,49,0,0,1,0,0,0,0,1,0
21,8.82,82.35,81.03,54.92,4,0,0,68,73,0,1,0,0,0,0,1,0,0
22,9.58,63.22,75.28,65.37,2,1,4,43,91,1,0,1,0,1,0,0,0,0
21,6.19,57.8,64.9,94.9,3,1,0,73,50,0,1,0,0,0,0,0,0,1
20,7.14,93.47,55.58,79.3,1,0,3,81,59,1,0,1,0,0,1,0,0,0
24,5.61,55.48,86.79,95.16,0,1,0,80,82,0,1,0,0,0,0,1,0,0
23,7.28,88.7,69.09,70.54,1,0,1,100,46,0,0,1,0,0,1,0,0,0
24,5.67,79.05,54.33,98.95,0,1,0,96,60,0,1,0,0,0,1,0,0,0
22,7.62,93.06,88.64,68.0,4,0,1,56,99,0,0,1,1,0,0,0,0,0
23,8.67,85.89,61.64,87.84,2,0,2,51,50,1,1,0,0,0,0,0,0,1
23,7.77,64.08,86.82,65.27,1,1,4,43,76,1,1,0,0,0,0,1,0,0
20,6.23,78.72,78.24,55.3,4,1,0,80,62,0,0,1,0,0,1,0,0,0
22,6.77,50.65,59.73,91.65,0,0,1,53,83,0,1,0,0,1,0,0,0,0
21,8.19,73.76,53.82,88.13,1,0,3,43,70,1,0,1,1,0,0,0,0,0
20,7.95,54.3,79.66,91.03,1,1,5,73,57,1,1,0,0,0,0,0,1,0
20,5.68,71.45,51.26,64.98,1,1,3,57,63,0,0,1,1,0,0,0,0,0
24,9.22,55.48,53.27,85.18,1,0,1,52,61,1,1,0,0,0,0,0,1,0
24,7.38,97.77,85.11,61.0,1,1,4,49,76,1,1,0,0,0,0,0,0,1
24,5.81,76.15,76.94,50.57,4,1,2,53,86,0,0,1,0,0,0,1,0,0
20,5.61,95.66,66.31,93.32,0,0,2,48,83,0,0,1,0,0,0,1,0,0
21,9.83,51.12,76.96,76.18,0,0,4,82,40,1,0,1,0,0,0,0,1,0
23,6.41,81.88,79.58,99.18,3,0,5,59,89,1,1,0,0,1,0,0,0,0
24,9.54,65.35,78.26,69.25,2,0,0,40,45,0,0,1,0,0,0,0,1,0
21,7.05,71.59,82.13,97.84,1,0,1,83,77,0,0,1,0,0,0,0,1,0
22,6.93,93.65,97.01,80.75,0,0,2,68,68,1,1,0,0,0,0,1,0,0
24,8.5,99.0,69.44,75.61,2,1,4,56,82,1,0,1,0,0,1,0,0,0
23,5.05,62.32,65.06,65.14,2,1,2,88,96,0,1,0,0,1,0,0,0,0
22,6.69,97.41,51.92,91.26,4,1,2,47,50,0,0,1,0,0,0,1,0,0
22,6.51,84.44,57.35,91.44,1,1,0,56,55,0,0,1,1,0,0,0,0,0
23,9.34,97.57,55.31,70.85,3,0,2,60,45,1,1,0,0,0,0,0,1,0
24,7.65,78.12,66.77,86.36,2,0,1,64,40,0,0,1,0,0,1,0,0,0
20,6.82,98.04,80.5,72.36,4,0,4,59,99,0,0,1,0,1,0,0,0,0
23,6.33,94.62,52.32,86.98,1,0,5,98,94,1,1,0,0,0,0,0,0,1
23,7.95,56.43,86.38,99.71,0,0,5,64,87,1,0,1,0,1,0,0,0,0
23,5.76,65.54,69.87,63.12,3,0,5,60,99,0,1,0,0,1,0,0,0,0
22,6.23,62.15,98.18,81.7,1,1,0,52,74,0,1,0,0,0,0,0,1,0
21,6.47,78.6,78.42,68.99,4,0,5,96,63,0,0,1,0,0,0,0,1,0
20,8.04,90.14,88.57,77.42,4,0,0,52,77,0,0,1,0,0,0,0,0,1
24,6.87,87.97,93.06,93.71,4,1,5,86,42,1,1,0,0,0,0,0,0,1
24,7.53,86.34,94.44,67.38,4,1,4,89,90,1,0,1,0,0,0,0,0,1
21,8.25,68.76,75.92,53.62,4,1,1,69,100,0,0,1,0,0,0,1,0,0
23,9.78,56.98,69.84,89.95,3,0,5,52,79,1,1,0,0,0,0,1,0,0
20,8.82,60.53,78.03,77.75,2,1,2,79,93,1,0,1,0,0,0,0,1,0
24,7.03,87.08,70.1,72.47,2,0,2,46,41,0,1,0,0,0,0,0,1,0
24,8.74,57.38,62.04,59.17,0,1,5,94,90,1,0,1,0,0,0,0,0,1
23,9.75,61.15,66.2,54.64,2,1,1,90,99,1,0,1,0,0,0,1,0,0
21,7.5,71.23,61.64,63.94,4,0,3,81,54,0,0,1,0,0,1,0,0,0
20,7.05,53.61,63.47,85.95,2,0,4,51,61,0,1,0,0,0,0,1,0,0
21,5.39,60.63,54.68,70.59,2,1,1,41,85,0,1,0,0,0,0,0,1,0
21,9.46,57.49,71.32,78.51,4,0,2,98,85,1,1,0,0,0,0,1,0,0
20,6.23,97.57,61.76,54.1,3,1,4,53,94,0,0,1,0,0,0,0,1,0
20,5.32,59.58,72.42,56.16,4,0,5,81,43,0,0,1,0,0,0,0,0,1
24,7.69,93.09,89.61,50.57,2,0,4,56,63,1,0,1,0,0,0,0,0,1
24,9.23,55.74,72.42,83.66,2,1,2,52,58,1,0,1,0,0,0,0,0,1
20,7.03,93.48,97.73,63.22,0,0,1,40,69,0,1,0,0,0,1,0,0,0
22,8.92,79.97,57.39,98.35,4,1,3,94,61,1,1,0,0,0,1,0,0,0
24,9.18,92.49,92.51,65.42,0,1,4,96,78,1,0,1,0,0,0,0,1,0
22,7.27,93.37,62.41,68.18,0,1,5,86,87,1,1,0,0,1,0,0,0,0
20,7.95,79.82,96.7,73.47,1,1,4,40,79,1,0,1,1,0,0,0,0,0
24,7.67,95.88,61.36,65.96,0,0,4,86,66,1,1,0,0,0,1,0,0,0
21,9.7,79.27,87.35,90.87,2,0,5,65,54,1,0,1,0,0,0,0,1,0
20,8.63,85.63,53.11,93.81,2,0,5,91,91,1,0,1,0,0,0,1,0,0
23,9.63,70.8,81.49,50.55,1,1,5,86,76,1,0,1,0,0,0,0,0,1
22,6.1,95.7,60.93,82.73,1,0,1,85,93,0,0,1,0,0,0,0,0,1
20,6.55,91.21,83.51,84.3,4,1,4,52,40,0,1,0,0,0,0,0,0,1
20,5.35,58.34,81.79,98.07,1,0,5,73,51,0,0,1,0,0,0,0,1,0
24,7.5,78.82,96.18,68.52,3,0,2,79,48,0,0,1,0,0,0,0,0,1
24,9.37,94.84,81.33,59.76,2,1,2,48,58,1,1,0,0,0,1,0,0,0
24,6.63,89.65,70.41,76.03,2,0,5,90,57,1,1,0,0,0,0,1,0,0
23,5.64,98.13,59.68,72.38,1,0,0,58,98,0,1,0,0,0,0,0,0,1
24,5.34,61.57,82.87,89.59,1,0,4,62,78,0,0,1,0,0,0,0,1,0
20,7.24,68.37,55.82,95.2,2,0,3,80,50,0,1,0,0,0,0,1,0,0
24,5.82,75.36,91.43,54.34,1,0,0,94,50,0,1,0,0,0,0,0,0,1
21,6.73,61.63,62.37,92.33,4,0,4,67,69,0,0,1,0,1,0,0,0,0
24,9.1,69.7,76.21,95.45,1,0,4,69,59,1,0,1,0,0,0,0,0,1
23,6.92,76.88,79.8,96.21,1,1,5,100,91,1,0,1,1,0,0,0,0,0
21,8.05,59.57,68.12,88.22,4,0,1,46,97,0,0,1,0,0,1,0,0,0
20,7.51,62.83,83.19,87.1,4,1,1,53,54,0,0,1,0,0,0,1,0,0
20,8.59,56.24,62.51,50.74,4,0,2,41,96,0,0,1,0,0,1,0,0,0
22,5.78,85.67,51.73,96.01,2,0,0,51,94,0,1,0,0,1,0,0,0,0
21,9.6,68.08,97.96,67.58,1,0,0,82,64,1,1,0,0,1,0,0,0,0
22,8.22,61.01,66.0,52.06,4,0,5,88,88,0,1,0,1,0,0,0,0,0
21,6.35,75.37,85.67,70.65,4,0,0,41,42,0,1,0,0,0,1,0,0,0
21,5.62,53.41,75.38,86.64,2,1,5,67,97,1,0,1,0,0,0,1,0,0
23,5.75,96.17,83.45,72.1,3,0,2,93,82,0,1,0,0,1,0,0,0,0
22,8.91,64.72,55.55,87.9,1,0,3,67,65,1,1,0,0,1,0,0,0,0
23,7.94,94.32,75.94,75.47,3,0,3,51,84,1,0,1,0,0,0,0,0,1
21,6.9,74.88,69.61,64.97,3,1,5,69,67,1,1,0,1,0,0,0,0,0
20,6.66,92.51,72.59,60.15,4,0,3,97,45,0,1,0,0,0,0,0,1,0
21,9.28,62.35,98.31,71.06,2,1,5,86,85,1,0,1,0,1,0,0,0,0
23,9.37,58.76,56.81,51.79,1,1,0,100,71,1,1,0,0,0,0,1,0,0
22,7.91,92.47,87.74,71.13,1,1,4,79,50,1,0,1,0,0,0,1,0,0
22,7.62,60.65,66.52,53.43,1,1,0,79,52,0,0,1,0,0,0,0,0,1
23,9.08,87.31,64.52,93.85,3,1,5,61,56,1,0,1,0,0,0,1,0,0
22,8.75,67.23,63.54,78.77,0,0,4,57,85,1,1,0,0,0,0,0,0,1
24,7.0,87.41,67.44,82.3,2,0,1,53,92,0,1,0,0,1,0,0,0,0
20,5.41,95.38,67.86,64.44,0,1,5,64,85,1,1,0,0,1,0,0,0,0
20,8.84,99.08,63.54,61.29,3,0,5,49,75,1,0,1,0,1,0,0,0,0
20,5.84,67.99,83.37,85.4,4,0,2,75,69,0,0,1,0,1,0,0,0,0
22,5.08,68.38,52.39,83.58,0,1,3,87,43,0,1,0,0,0,0,0,1,0
22,9.22,99.07,66.61,56.13,0,1,0,87,53,1,1,0,1,0,0,0,0,0
21,7.89,93.08,64.01,61.93,2,0,0,100,85,0,0,1,1,0,0,0,0,0
21,9.46,52.25,87.57,97.33,3,1,1,92,67,1,0,1,0,0,0,0,1,0
20,7.42,78.67,57.32,65.21,2,1,4,88,46,1,1,0,0,1,0,0,0,0
24,9.63,59.06,97.03,51.29,4,0,3,48,55,0,1,0,0,0,0,1,0,0
21,6.77,99.7,58.53,53.19,1,0,2,50,53,0,0,1,0,0,0,0,0,1
21,8.62,56.95,68.5,88.77,3,0,4,66,76,1,0,1,1,0,0,0,0,0
22,6.5,77.97,59.99,87.86,4,0,4,98,78,0,1,0,0,0,1,0,0,0
24,5.01,83.26,64.33,69.09,4,0,5,97,88,0,1,0,0,0,0,0,0,1
20,6.9,96.85,88.05,57.66,0,0,3,52,66,1,0,1,0,0,1,0,0,0
21,8.69,92.36,73.82,74.91,2,1,2,40,69,1,0,1,0,0,1,0,0,0
24,5.75,62.29,58.13,66.59,0,0,3,78,54,0,1,0,0,1,0,0,0,0
24,7.52,78.63,52.33,68.7,0,0,3,50,96,1,0,1,0,0,1,0,0,0
20,6.06,97.68,61.5,63.05,1,1,0,96,95,0,0,1,0,1,0,0,0,0
24,5.37,86.79,97.28,53.14,2,0,2,42,78,0,0,1,0,0,0,0,1,0
24,8.09,84.42,92.27,89.56,1,1,4,41,81,1,0,1,0,0,0,1,0,0
24,9.76,87.75,72.01,80.91,4,1,3,85,57,1,1,0,0,0,1,0,0,0
21,6.55,66.13,74.1,91.73,1,0,1,81,50,0,0,1,0,0,0,1,0,0
20,7.9,86.46,94.97,75.16,4,1,2,63,61,0,1,0,0,1,0,0,0,0
24,9.77,61.64,79.57,99.25,0,1,1,59,85,1,0,1,0,0,1,0,0,0
24,8.25,71.41,94.04,98.13,1,0,4,88,43,1,0,1,0,0,0,0,0,1
21,8.37,94.5,74.59,63.59,2,1,2,79,42,1,0,1,0,0,0,0,1,0
20,5.89,50.95,60.0,69.35,1,0,0,54,100,0,1,0,1,0,0,0,0,0
22,7.46,70.72,86.3,87.64,4,1,2,93,63,0,1,0,0,0,0,0,1,0
21,6.84,63.34,76.32,88.83,3,1,4,45,53,0,0,1,0,0,1,0,0,0
20,7.35,59.93,83.42,95.53,2,1,0,59,91,0,1,0,0,0,0,0,1,0
24,9.0,91.93,57.86,82.63,4,0,4,61,42,1,1,0,1,0,0,0,0,0
20,7.3,84.82,82.38,73.76,3,1,5,41,98,1,1,0,0,0,0,0,0,1
20,5.31,55.63,69.11,68.88,2,0,2,93,70,0,0,1,0,0,0,1,0,0
20,9.53,74.72,66.6,70.96,3,0,4,54,92,1,1,0,0,0,0,0,0,1
22,7.72,73.35,83.57,92.52,0,0,2,87,100,1,0,1,0,0,0,0,1,0
20,9.62,57.13,79.61,99.0,0,0,0,73,96,1,0,1,1,0,0,0,0,0
22,7.86,89.99,82.46,52.6,1,1,2,93,97,1,1,0,0,0,0,1,0,0
24,5.35,68.33,98.27,79.01,1,0,4,85,74,0,0,1,1,0,0,0,0,0
22,7.76,88.1,85.06,76.0,1,0,4,96,70,1,0,1,0,0,0,0,0,1
24,7.88,59.6,82.04,68.81,1,0,5,94,96,1,0,1,0,1,0,0,0,0
24,6.07,65.75,80.68,92.58,3,0,5,99,91,0,1,0,0,1,0,0,0,0
22,7.36,54.76,69.94,78.79,2,0,4,70,51,0,1,0,0,0,0,1,0,0
21,7.3,57.17,91.96,65.66,2,0,1,69,49,0,0,1,0,0,0,1,0,0
23,8.11,94.16,69.05,72.21,1,1,1,67,59,1,1,0,0,0,0,1,0,0
20,6.3,55.46,85.01,67.84,0,0,1,91,57,0,0,1,0,1,0,0,0,0
23,7.91,54.79,64.66,71.5,4,0,3,72,83,0,0,1,0,0,0,0,0,1
20,6.2,97.02,57.39,53.56,1,0,5,80,95,1,1,0,0,0,0,1,0,0
20,7.23,82.3,56.49,55.6,1,0,2,88,75,0,0,1,0,1,0,0,0,0
24,5.61,55.05,81.73,81.18,0,0,1,60,90,0,0,1,0,0,0,1,0,0
20,5.19,98.59,66.4,84.2,4,0,4,85,100,0,0,1,0,0,0,1,0,0
20,6.6,57.36,63.75,81.83,3,1,4,62,58,0,1,0,1,0,0,0,0,0
22,6.37,88.32,79.6,88.15,3,0,1,81,56,0,0,1,0,0,0,1,0,0
23,7.03,51.74,51.28,97.18,4,0,5,52,79,0,1,0,0,1,0,0,0,0
22,9.81,81.23,62.31,93.03,4,0,1,84,100,1,1,0,0,0,0,0,0,1
20,7.61,77.34,67.03,70.93,3,0,4,65,50,0,0,1,0,1,0,0,0,0
24,7.77,60.4,85.42,60.88,1,0,1,93,44,0,1,0,0,1,0,0,0,0
22,9.71,82.16,77.25,65.59,1,1,5,58,76,1,0,1,0,0,0,1,0,0
22,9.61,80.85,92.8,79.39,0,1,3,66,84,1,0,1,1,0,0,0,0,0
21,9.42,89.92,66.73,92.81,4,0,3,79,75,1,1,0,0,0,1,0,0,0
20,5.49,93.79,64.82,85.09,1,1,5,98,84,1,1,0,0,0,1,0,0,0
24,8.17,75.51,51.66,77.15,1,1,3,46,87,1,0,1,0,0,1,0,0,0
22,9.04,74.51,97.59,80.09,0,0,0,64,83,1,0,1,0,1,0,0,0,0
22,9.18,81.08,75.07,76.41,4,1,3,88,53,1,0,1,0,0,0,1,0,0
24,7.89,86.46,75.13,98.58,0,1,4,79,92,1,0,1,0,0,1,0,0,0
20,5.09,67.81,96.17,90.8,0,0,5,75,67,1,0,1,0,0,0,0,1,0
21,9.87,75.23,64.5,89.06,3,0,0,46,92,1,0,1,0,0,0,0,1,0
22,7.36,79.26,66.61,75.87,0,0,4,94,48,1,1,0,0,0,0,0,1,0
21,6.97,99.42,82.82,66.59,4,0,4,59,98,0,0,1,0,0,0,0,0,1
23,6.97,79.39,89.26,50.98,1,0,5,63,77,1,0,1,0,0,0,1,0,0
20,7.12,61.21,84.97,52.17,1,1,5,100,68,1,1,0,0,1,0,0,0,0
23,6.21,79.4,89.44,51.51,3,0,1,67,64,0,1,0,0,1,0,0,0,0
23,6.64,90.97,78.76,99.02,4,1,5,88,47,1,0,1,0,0,0,1,0,0
23,9.93,92.87,93.14,55.72,1,1,2,44,87,1,0,1,1,0,0,0,0,0
20,6.84,90.01,77.51,57.11,0,1,3,91,58,1,1,0,1,0,0,0,0,0
20,7.63,94.41,61.47,74.21,2,0,5,75,41,1,0,1,0,0,0,0,0,1
24,9.24,66.74,77.09,74.07,2,0,2,70,45,1,0,1,0,0,0,1,0,0
21,7.64,75.38,85.65,96.0,2,1,2,90,69,1,1,0,1,0,0,0,0,0
21,6.62,88.98,82.68,53.68,2,0,1,72,100,0,0,1,0,0,0,0,0,1
24,7.62,63.22,62.15,97.86,0,0,2,92,41,1,0,1,0,0,1,0,0,0
24,5.57,68.58,52.05,60.82,1,1,3,63,90,0,0,1,0,0,1,0,0,0
23,5.65,91.56,62.62,98.51,3,0,0,49,58,0,0,1,0,0,0,0,0,1
24,8.47,88.5,99.2,77.07,0,0,4,77,52,1,0,1,0,0,0,1,0,0
22,9.59,98.56,59.22,82.6,1,1,3,83,88,1,1,0,0,0,1,0,0,0
21,8.63,99.8,73.22,65.79,4,1,1,88,92,1,0,1,0,0,0,1,0,0
24,5.37,62.04,81.92,80.59,1,1,0,44,47,0,0,1,1,0,0,0,0,0
22,7.01,95.02,93.97,85.54,1,0,1,93,48,0,0,1,0,0,1,0,0,0
22,5.01,54.73,88.01,50.52,1,0,3,70,62,0,1,0,1,0,0,0,0,0
22,7.56,85.49,95.45,51.71,0,0,4,48,76,1,0,1,0,0,0,1,0,0
22,5.97,61.0,80.22,99.32,1,0,2,71,47,0,0,1,0,0,0,1,0,0
23,9.34,65.02,93.27,72.88,1,0,5,80,48,1,1,0,0,0,0,0,1,0
22,5.52,97.32,63.19,96.79,4,1,5,44,55,0,0,1,0,0,0,0,0,1
23,5.01,63.16,71.53,86.49,4,0,2,90,55,0,0,1,0,1,0,0,0,0
23,7.26,83.66,92.19,68.65,2,0,1,93,51,0,0,1,0,0,0,0,0,1
22,5.78,58.91,66.28,57.54,0,1,0,66,64,0,0,1,0,0,0,1,0,0
21,8.69,54.67,93.56,98.91,1,1,5,95,96,1,0,1,0,0,0,1,0,0
22,9.6,66.97,68.16,79.22,2,0,4,67,50,1,1,0,0,0,0,0,0,1
22,5.21,81.21,68.17,59.62,2,0,1,82,57,0,0,1,0,0,0,1,0,0
22,6.98,62.4,65.45,84.08,0,1,4,99,52,1,1,0,1,0,0,0,0,0
21,9.98,65.01,77.35,54.6,2,1,5,51,74,1,0,1,0,0,1,0,0,0
20,8.66,85.44,56.45,93.4,2,1,1,44,57,1,0,1,0,0,0,1,0,0
20,9.77,55.14,51.83,54.51,0,1,0,47,82,1,0,1,0,0,0,0,0,1
23,5.82,72.35,94.87,61.81,3,1,3,56,69,0,1,0,0,0,0,0,0,1
23,6.11,97.09,96.45,54.57,2,1,2,47,82,0,0,1,0,0,0,0,0,1
21,5.77,69.85,53.81,55.19,4,1,4,73,76,0,1,0,0,0,0,0,1,0
24,6.51,71.71,77.48,76.19,2,0,4,62,69,0,0,1,1,0,0,0,0,0
20,8.62,86.91,76.98,84.35,0,1,0,57,99,1,0,1,1,0,0,0,0,0
23,5.82,88.95,68.62,89.42,0,1,4,90,42,1,0,1,0,0,0,0,1,0
20,7.62,88.48,78.45,84.75,3,1,3,92,68,1,0,1,1,0,0,0,0,0
21,6.35,99.89,72.91,68.17,3,1,3,49,64,0,0,1,0,0,0,0,1,0
21,9.15,53.57,74.48,77.86,4,1,0,78,41,0,0,1,1,0,0,0,0,0
24,5.03,99.11,87.77,96.38,4,0,1,80,86,0,1,0,0,0,0,0,1,0
24,6.12,97.51,76.3,69.38,2,0,1,83,44,0,0,1,0,0,0,0,1,0
21,8.03,92.61,66.18,62.62,3,1,4,83,99,1,1,0,1,0,0,0,0,0
23,5.48,72.71,79.07,75.97,4,0,4,44,70,0,0,1,0,0,0,0,1,0
20,7.33,93.55,82.04,64.87,2,0,0,82,44,0,0,1,1,0,0,0,0,0
